week_start,station,sample_date,latitude,longitude,month,year,pda,temp,silicate,nitrate,avg_chloro,potential_bloom,sst_roll_14d,anom_roll_14d,sst_roc_3d,warm_degree_days_14d,above_avg,temp_lag1,temp_lag2,silicate_lag1,silicate_lag2,nitrate_lag1,nitrate_lag2,avg_chloro_lag1,avg_chloro_lag2,silicate_nitrate_ratio,isHarmful,station_id,wind_speed_mps,wave_height_m,dominant_period_s,mean_wave_dir_deg,atm_pressure_hpa,air_temp_c,sea_surface_temp_c
2026-03-16,Stearns Wharf,2026-03-16 15:00:00,34.408043,-119.68485,3,2026,,16.5,,,,,16.06714255469186,2.200714256082262,-0.1466668446858724,6.68155517578125,1.0,15.1,16.1,,,,,,,,,46053,,,,,,,
2026-03-23,Bodega Marine Lab,2026-03-23 19:15:00,38.31613,-123.0705,3,2026,,10.7,,,,,11.248571259634835,-0.5071428487343448,0.14333343505859375,0.0,0.0,11.7,12.0,,,,,,,,,46013,,,,,,,
2026-03-23,Cal Poly Pier,2026-03-29 17:15:00,35.170204,-120.740685,3,2026,0.056,16.35,,,1.005,0,14.611428124564034,1.4235714046018464,-0.0733334223429362,1.2352208243476035,0.0,13.4,12.4,,,,,0.48,2.15,,0,46011,,,,,,,
2026-03-23,Monterey Wharf,2026-03-24 16:15:00,36.603683,-121.889275,3,2026,,13.8,,,,,13.56714255469186,1.2257142535277776,0.20000012715657553,0.003999922010633483,0.0,13.1,13.0,,,,,,,,,46042,,,,,,,
2026-03-23,Newport Beach Pier,2026-03-24 17:30:00,33.6061,-117.9311,3,2026,0.0,18.0,,,1.89,0,17.97714274270194,3.1535713587488448,0.03999964396158854,18.805780728658043,1.0,17.5,15.0,,,,,0.21,2.14,,0,46025,,,,,,,
2026-03-23,Santa Cruz Wharf,2026-03-25 16:00:00,36.958,-122.017,3,2026,0.109848,14.9,,,0.84,1,13.505713939666748,1.2728571125439234,0.1466668446858724,0.0,0.0,14.0,13.9,,,,,5.48,4.53,,1,46042,,,,,,,
2026-03-23,Santa Monica Pier,2026-03-23 21:00:00,34.008,-118.499,3,2026,0.0,,,,,0,,,,,0.0,18.0,17.8,,,,,,,,0,46025,,,,,,,
2026-03-23,Scripps Pier,2026-03-23 19:17:00,32.867,-117.257,3,2026,0.0,18.6,,,1.07,0,18.807142393929617,3.6507142101015364,-0.03999964396158854,25.01666499243843,1.0,17.7,16.4,,,,,0.84,1.33,,0,46086,,,,,,,
2026-03-23,Stearns Wharf,2026-03-23 15:36:00,34.408043,-119.68485,3,2026,,18.3,,,,,16.777856758662633,2.944999941757747,0.11333338419596355,11.961332628462051,1.0,16.5,15.1,,,,,,,,,46053,,,,,,,
2026-03-30,Bodega Marine Lab,2026-04-02 17:45:00,38.31613,-123.0705,3,2026,,13.0,,,,,11.370714119502477,-0.3478571389402662,0.1033334732055664,0.0,0.0,10.7,11.7,,,,,,,,,46013,2.0,1.6,9.0,297.0,1017.6,12.6,
2026-03-30,Cal Poly Pier,2026-04-05 17:32:00,35.170204,-120.740685,3,2026,0.0,16.2,,,2.9,0,14.984999656677246,1.8242856860160828,0.016666730244954426,4.489110904269749,1.0,16.35,13.4,,,,,1.005,0.48,,0,46011,3.0,1.5,11.0,308.0,1016.8,15.7,15.2
2026-03-30,Monterey Wharf,2026-03-31 15:55:00,36.603683,-121.889275,3,2026,,14.6,,,,,13.673571109771729,1.3678571156093053,0.03333346048990885,0.2688890563117141,1.0,13.8,13.1,,,,,,,,,46042,,,,,,,
2026-03-30,Newport Beach Pier,2026-03-31 17:30:00,33.6061,-117.9311,3,2026,0.0,17.6,,,1.88,0,18.284999711172922,3.4064285244260515,0.07999992370605469,21.984333589341905,1.0,18.0,17.5,,,,,1.89,0.21,,0,46025,3.0,0.7,16.0,189.0,1015.8,17.5,17.0
2026-03-30,Santa Cruz Wharf,2026-04-01 14:30:00,36.958,-122.017,3,2026,0.00939,13.9,,,2.04,0,13.72857107434954,1.5385713875293732,0.07000001271565755,1.2161107805040139,1.0,14.9,14.0,,,,,0.84,5.48,,0,46042,,,,,,,
